major_city,uszip_county,inc_tot,np_cnt,inc_rank,nbr_np_rank,inc_rank_seq,np_cnt_rank_seq,dc_place,Count_Person,Median_Age_Person,dc_all_names,dc_name,dc_usCensusGeoId,dc_latitude,dc_longitude,dc_musicbrainzAreaId,dc_fips553,dc_wikidataId,dc_contained,dc_zip,dc_county,dc_county_name,cnty_sub_o_ind,NAME,cnty_sub_B01001_001E,cnty_sub_state,cnty_sub_county,county subdivision,cnty_sub_name,acs5_name,place_B01001_001E,state,acs5_place_fips,acs5_city,cnty_B01001_001E,state_fips,cnty_fips,county_name,state_name,city_population,city_pop_src
Mountain Dale,Sullivan County,1236753.0,7,761.0,988.0,761,1040,geoId/3648736,,36.6,['Mountain Dale'],Mountain Dale,1600000US3648736,41.689444444444,-74.520578,,36-48736,Q5679639,"['geoId/36', 'geoId/36105', 'geoId/3625241']",,geoId/36105,Sullivan County,,,,,,,,"Mountain Dale CDP, New York",260.0,36,48736,Mountain Dale,78725.0,36.0,105,Sullivan County, New York,260.0,Census ACS5 Places
Stormville,Dutchess County,1971477.0,7,665.0,988.0,665,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,296467.0,36.0,027,Dutchess County, New York,,
Burdett,Schuyler County,393181.0,7,999.0,988.0,999,1042,geoId/3611132,331.0,36.0,['Burdett'],Burdett,1600000US3611132,42.4158,-76.843963,,36-11132,Q3453131,"['geoId/36', 'geoId/36097', 'zip/14818']",14818,geoId/36097,Schuyler County,,,,,,,,"Burdett village, New York",413.0,36,11132,Burdett,17855.0,36.0,097,Schuyler County, New York,413.0,Census ACS5 Places
North Bangor,Franklin County,395724.0,7,998.0,988.0,998,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,47459.0,36.0,033,Franklin County, New York,,
Maine,Broome County,1755106.0,7,683.0,988.0,683,1044,geoId/3644611,5377.0,,['Maine'],Maine,,42.1925,-76.061111111111,,36-44611,Q3708887,['geoId/36007'],,geoId/36007,Broome County,54.0,"Maine town, Broome County, New York",5153.0, New York,Broome County,44611,Maine,,,,,,198365.0,36.0,007,Broome County, New York,5153.0,Census ACS5 County Subdivision
Glenham,Dutchess County,1607757.0,7,700.0,988.0,700,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,296467.0,36.0,027,Dutchess County, New York,,
Warnerville,Schoharie County,114051.0,6,1202.0,1046.0,1202,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,29970.0,36.0,095,Schoharie County, New York,,
East Bethany,Genesee County,214900.0,6,1105.0,1046.0,1105,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,58204.0,36.0,037,Genesee County, New York,,
Swan Lake,Sullivan County,2727.0,6,1348.0,1046.0,1348,1048,geoId/3672400,,50.4,['Swan Lake'],Swan Lake,1600000US3672400,41.760828,-74.783428,,,,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Swan Lake CDP, New York",249.0,36,72400,Swan Lake,78725.0,36.0,105,Sullivan County, New York,249.0,Census ACS5 Places
Peconic,Suffolk County,3216344.0,6,589.0,1046.0,589,1049,geoId/3656968,692.0,48.4,['Peconic'],Peconic,1600000US3656968,41.030555555556,-72.46,,36-56968,Q3461877,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Peconic CDP, New York",793.0,36,56968,Peconic,1524486.0,36.0,103,Suffolk County, New York,793.0,Census ACS5 Places
Annandale On Hudson,Dutchess County,419298832.0,6,71.0,1046.0,71,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,296467.0,36.0,027,Dutchess County, New York,,
Fishers,Ontario County,3123604.0,6,594.0,1046.0,594,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,112288.0,36.0,069,Ontario County, New York,,
Middle Grove,Saratoga County,1581398.0,6,701.0,1046.0,701,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,236328.0,36.0,091,Saratoga County, New York,,
Granite Springs,Westchester County,5392093.0,6,522.0,1046.0,522,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,997904.0,36.0,119,Westchester County, New York,,
Tomkins Cove,Rockland County,0.0,6,1359.0,1046.0,1450,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,337326.0,36.0,087,Rockland County, New York,,
Forestburgh,Sullivan County,2932084.0,6,602.0,1046.0,602,1055,geoId/3626528,808.0,,['Forestburgh'],Forestburgh,,41.562222222222,-74.7125,,36-26528,Q3708573,['geoId/36105'],,geoId/36105,Sullivan County,878.0,"Forestburgh town, Sullivan County, New York",884.0, New York,Sullivan County,26528,Forestburgh,,,,,,78725.0,36.0,105,Sullivan County, New York,884.0,Census ACS5 County Subdivision
Verbank,Dutchess County,5700930.0,6,513.0,1046.0,513,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,296467.0,36.0,027,Dutchess County, New York,,
Mount Tremper,Ulster County,8884.0,6,1337.0,1046.0,1337,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,182153.0,36.0,111,Ulster County, New York,,
Burke,Franklin County,253135.0,6,1085.0,1046.0,1085,1058,wikidataId/Q14706206,1465.0,,['Burke'],Burke,,44.8897,-74.1594,,,Q14706206,['geoId/36033'],,geoId/36033,Franklin County,334.0,"Burke town, Franklin County, New York",1256.0, New York,Franklin County,11165,Burke,"Burke village, New York",199.0,36,11154,Burke,47459.0,36.0,033,Franklin County, New York,1256.0,Census ACS5 County Subdivision
Cold Brook,Herkimer County,0.0,6,1359.0,1046.0,1480,1059,geoId/3616815,250.0,38.1,['Cold Brook'],Cold Brook,1600000US3616815,43.239875,-75.038869,,36-16815,Q3459922,"['geoId/36', 'geoId/36043', 'zip/13324']",13324,geoId/36043,Herkimer County,,,,,,,,"Cold Brook village, New York",217.0,36,16815,Cold Brook,60293.0,36.0,043,Herkimer County, New York,217.0,Census ACS5 Places
Lakeville,Livingston County,108041.0,6,1213.0,1046.0,1213,1060,geoId/3641036,694.0,42.7,['Lakeville'],Lakeville,1600000US3641036,42.836761,-77.7031,,36-41036,Q5969597,"['geoId/36', 'geoId/36051']",,geoId/36051,Livingston County,,,,,,,,"Lakeville CDP, New York",577.0,36,41036,Lakeville,61980.0,36.0,051,Livingston County, New York,577.0,Census ACS5 Places
Gainesville,Wyoming County,72226.0,6,1275.0,1046.0,1275,1061,geoId/3627969,211.0,38.3,"['Gainesville', 'Gainesville (village), New York']",Gainesville,1600000US3627969,42.641494,-78.1161,,36-27980,Q3452914,"['geoId/36', 'geoId/36121', 'zip/14066']",14066,geoId/36121,Wyoming County,1004.0,"Gainesville town, Wyoming County, New York",1830.0, New York,Wyoming County,27980,Gainesville,"Gainesville village, New York",216.0,36,27969,Gainesville,40338.0,36.0,121,Wyoming County, New York,1830.0,Census ACS5 County Subdivision
Stottville,Columbia County,0.0,6,1359.0,1046.0,1441,1062,geoId/3671718,1665.0,40.8,['Stottville'],Stottville,1600000US3671718,42.2853,-73.7481,,36-71718,Q962979,"['geoId/36', 'geoId/36021']",,geoId/36021,Columbia County,,,,,,,,"Stottville CDP, New York",1186.0,36,71718,Stottville,61469.0,36.0,021,Columbia County, New York,1186.0,Census ACS5 Places
Palenville,Greene County,147831.0,6,1176.0,1046.0,1176,1063,geoId/3656132,1002.0,50.5,['Palenville'],Palenville,1600000US3656132,42.169722222222,-74.019166666667,,36-56132,Q3461940,"['geoId/36', 'geoId/36039', 'zip/12463']",12463,geoId/36039,Greene County,,,,,,,,"Palenville CDP, New York",925.0,36,56132,Palenville,48067.0,36.0,039,Greene County, New York,925.0,Census ACS5 Places
Lee Center,Oneida County,698087.0,6,877.0,1046.0,877,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,231055.0,36.0,065,Oneida County, New York,,
Scio,Allegany County,65440.0,6,1285.0,1046.0,1285,1065,geoId/3665772,1625.0,,['Scio'],Scio,,42.1449387,-78.0057273,,36-65772,Q1002403,['geoId/36003'],,geoId/36003,Allegany County,37.0,"Scio town, Allegany County, New York",1568.0, New York,Allegany County,65772,Scio,"Scio CDP, New York",589.0,36,65761,Scio,47222.0,36.0,003,Allegany County, New York,1568.0,Census ACS5 County Subdivision
Kiamesha Lake,Sullivan County,776998.0,6,858.0,1046.0,858,1066,geoId/3639485,,53.2,['Kiamesha Lake'],Kiamesha Lake,1600000US3639485,41.680772,-74.6608,,36-39485,Q13641470,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Kiamesha Lake CDP, New York",321.0,36,39485,Kiamesha Lake,78725.0,36.0,105,Sullivan County, New York,321.0,Census ACS5 Places
South Kortright,Delaware County,787466.0,6,855.0,1046.0,855,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,44637.0,36.0,025,Delaware County, New York,,
Owls Head,Franklin County,168021.0,6,1151.0,1046.0,1151,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,47459.0,36.0,033,Franklin County, New York,,
Wellesley Island,Jefferson County,161982.0,6,1157.0,1046.0,1157,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,117445.0,36.0,045,Jefferson County, New York,,
Ripley,Chautauqua County,0.0,6,1359.0,1046.0,1521,1070,geoId/3661885,2310.0,,['Ripley'],Ripley,,42.266944444444,-79.710555555556,,36-61885,Q170648,['geoId/36013'],,geoId/36013,Chautauqua County,149.0,"Ripley town, Chautauqua County, New York",2361.0, New York,Chautauqua County,61885,Ripley,"Ripley CDP, New York",964.0,36,61874,Ripley,127440.0,36.0,013,Chautauqua County, New York,2361.0,Census ACS5 County Subdivision
Hannacroix,Greene County,352359.0,6,1019.0,1046.0,1019,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,48067.0,36.0,039,Greene County, New York,,
Lake Peekskill,Putnam County,16642.0,6,1331.0,1046.0,1331,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,97942.0,36.0,079,Putnam County, New York,,
Pultneyville,Wayne County,372868.0,6,1010.0,1046.0,1010,1073,geoId/3659993,817.0,51.0,['Pultneyville'],Pultneyville,1600000US3659993,43.273724,-77.172363,,36-59993,Q7259734,"['geoId/36', 'geoId/36117', 'zip/14589']",14589,geoId/36117,Wayne County,,,,,,,,"Pultneyville CDP, New York",678.0,36,59993,Pultneyville,91324.0,36.0,117,Wayne County, New York,678.0,Census ACS5 Places
Lewis,Essex County,373950.0,6,1008.0,1046.0,1008,1074,geoId/3642114,1382.0,,['Lewis'],Lewis,,44.275,-73.565555555556,,36-42114,Q5638798,['geoId/36031'],,geoId/36031,Essex County,317.0,"Lewis town, Essex County, New York",1112.0, New York,Essex County,42114,Lewis,,,,,,37314.0,36.0,031,Essex County, New York,1112.0,Census ACS5 County Subdivision
Hankins,Sullivan County,0.0,6,1359.0,1046.0,1432,1075,geoId/3631973,,30.4,['Hankins'],Hankins,1600000US3631973,41.823158,-75.084195,,,,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Hankins CDP, New York",133.0,36,31973,Hankins,78725.0,36.0,105,Sullivan County, New York,133.0,Census ACS5 Places
North Greece,Monroe County,980596.0,6,803.0,1046.0,803,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,756406.0,36.0,055,Monroe County, New York,,
Truxton,Cortland County,1795101.0,6,680.0,1046.0,680,1077,geoId/3675550,1133.0,,['Truxton'],Truxton,,42.711944444444,-76.028611111111,,36-75550,Q3708501,['geoId/36023'],,geoId/36023,Cortland County,236.0,"Truxton town, Cortland County, New York",1173.0, New York,Cortland County,75550,Truxton,,,,,,46755.0,36.0,023,Cortland County, New York,1173.0,Census ACS5 County Subdivision
Slaterville Springs,Tompkins County,393035.0,6,1000.0,1046.0,1000,1078,geoId/3667631,,68.2,['Slaterville Springs'],Slaterville Springs,1600000US3667631,42.397268,-76.344394,,,,"['geoId/36', 'geoId/36109']",,geoId/36109,Tompkins County,,,,,,,,"Slaterville Springs CDP, New York",230.0,36,67631,Slaterville Springs,102555.0,36.0,109,Tompkins County, New York,230.0,Census ACS5 Places
Raquette Lake,Hamilton County,2902927.0,6,606.0,1046.0,606,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.0,36.0,041,Hamilton County, New York,,
North Rose,Wayne County,5528281.0,6,518.0,1046.0,518,1080,geoId/3653462,571.0,51.7,['North Rose'],North Rose,1600000US3653462,43.1872,-76.886401,,36-53462,Q6045243,"['geoId/36', 'geoId/36117', 'geoId/3663605', 'zip/14516']",14516,geoId/36117,Wayne County,,,,,,,,"North Rose CDP, New York",588.0,36,53462,North Rose,91324.0,36.0,117,Wayne County, New York,588.0,Census ACS5 Places
Hartford,Washington County,261018.0,6,1079.0,1046.0,1079,1081,geoId/3632457,2193.0,,['Hartford'],Hartford,,43.3575,-73.405,,36-32457,Q1022761,['geoId/36115'],,geoId/36115,Washington County,949.0,"Hartford town, Washington County, New York",2035.0, New York,Washington County,32457,Hartford,,,,,,61310.0,36.0,115,Washington County, New York,2035.0,Census ACS5 County Subdivision
Bible School Park,Broome County,1409300.0,6,728.0,1046.0,728,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,198365.0,36.0,007,Broome County, New York,,
New Baltimore,Greene County,283450.0,6,1062.0,1046.0,1062,1083,geoId/3649935,3226.0,,['New Baltimore'],New Baltimore,,42.446111111111,-73.788333333333,,36-49935,Q3708922,['geoId/36039'],,geoId/36039,Greene County,387.0,"New Baltimore town, Greene County, New York",3230.0, New York,Greene County,49935,New Baltimore,"New Baltimore CDP, New York",466.0,36,49924,New Baltimore,48067.0,36.0,039,Greene County, New York,3230.0,Census ACS5 County Subdivision
Brant Lake,Warren County,483980.0,6,953.0,1046.0,953,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,65684.0,36.0,113,Warren County, New York,,
Lodi,Seneca County,328649.0,6,1035.0,1046.0,1035,1085,geoId/3643225,1469.0,,['Lodi'],Lodi,,42.613333333333,-76.824166666667,,36-43225,Q6666393,['geoId/36099'],,geoId/36099,Seneca County,820.0,"Lodi town, Seneca County, New York",1801.0, New York,Seneca County,43225,Lodi,"Lodi village, New York",303.0,36,43214,Lodi,33651.0,36.0,099,Seneca County, New York,1801.0,Census ACS5 County Subdivision
Ancram,Columbia County,1355645.0,6,741.0,1046.0,741,1086,geoId/3602099,1440.0,,['Ancram'],Ancram,,42.050555555556,-73.636111111111,,36-02099,Q3708239,['geoId/36021'],,geoId/36021,Columbia County,204.0,"Ancram town, Columbia County, New York",1440.0, New York,Columbia County,02099,Ancram,,,,,,61469.0,36.0,021,Columbia County, New York,1440.0,Census ACS5 County Subdivision
Rifton,Ulster County,0.0,6,1359.0,1046.0,1500,1087,geoId/3661797,481.0,58.6,['Rifton'],Rifton,1600000US3661797,41.829667,-74.037954,,36-61797,Q3460136,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,"Rifton CDP, New York",548.0,36,61797,Rifton,182153.0,36.0,111,Ulster County, New York,548.0,Census ACS5 Places
La Fargeville,Jefferson County,39815.0,6,1311.0,1046.0,1311,1088,geoId/3640233,537.0,24.4,['La Fargeville'],La Fargeville,1600000US3640233,44.193265,-75.954645,,36-40233,Q3460373,"['geoId/36', 'geoId/36045', 'zip/13656']",13656,geoId/36045,Jefferson County,,,,,,,,"La Fargeville CDP, New York",530.0,36,40233,La Fargeville,117445.0,36.0,045,Jefferson County, New York,530.0,Census ACS5 Places
Hamden,Delaware County,15737835.0,6,404.0,1046.0,404,1089,geoId/3631698,1137.0,,['Hamden'],Hamden,,42.192827777778,-74.9926,,36-31698,Q3708662,['geoId/36025'],,geoId/36025,Delaware County,246.0,"Hamden town, Delaware County, New York",1248.0, New York,Delaware County,31698,Hamden,,,,,,44637.0,36.0,025,Delaware County, New York,1248.0,Census ACS5 County Subdivision
Smallwood,Sullivan County,488319.0,6,949.0,1046.0,949,1090,geoId/3667730,839.0,63.3,['Smallwood'],Smallwood,1600000US3667730,41.660317,-74.814224,,36-67730,Q3460333,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Smallwood CDP, New York",666.0,36,67730,Smallwood,78725.0,36.0,105,Sullivan County, New York,666.0,Census ACS5 Places
Basom,Genesee County,448269.0,6,968.0,1046.0,968,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,58204.0,36.0,037,Genesee County, New York,,
Brownville,Jefferson County,299395.0,6,1051.0,1046.0,1051,1092,geoId/3610231,930.0,51.6,"['Brownville', 'Brownville (village), New York']",Brownville,1600000US3610231,44.005307,-75.98307,,36-10231,Q3461836,"['geoId/36', 'geoId/36045', 'zip/13615']",13615,geoId/36045,Jefferson County,423.0,"Brownville town, Jefferson County, New York",5881.0, New York,Jefferson County,10242,Brownville,"Brownville village, New York",586.0,36,10231,Brownville,117445.0,36.0,045,Jefferson County, New York,5881.0,Census ACS5 County Subdivision
Leeds,Greene County,1567406.0,6,705.0,1046.0,705,1093,geoId/3641784,429.0,30.7,['Leeds'],Leeds,1600000US3641784,42.2533,-73.893533,,36-41784,Q3461415,"['geoId/36', 'geoId/36039', 'zip/12451']",12451,geoId/36039,Greene County,,,,,,,,"Leeds CDP, New York",309.0,36,41784,Leeds,48067.0,36.0,039,Greene County, New York,309.0,Census ACS5 Places
Chadwicks,Oneida County,419514.0,6,986.0,1046.0,986,1094,geoId/3613662,1291.0,36.2,['Chadwicks'],Chadwicks,1600000US3613662,43.029139,-75.270976,,,,"['geoId/36', 'geoId/36065']",,geoId/36065,Oneida County,,,,,,,,"Chadwicks CDP, New York",880.0,36,13662,Chadwicks,231055.0,36.0,065,Oneida County, New York,880.0,Census ACS5 Places
Stockton,Chautauqua County,52027.0,6,1298.0,1046.0,1298,1095,geoId/3671476,2036.0,,['Stockton'],Stockton,,42.3175,-79.355833333333,,36-71476,Q3708901,['geoId/36013'],,geoId/36013,Chautauqua County,152.0,"Stockton town, Chautauqua County, New York",2058.0, New York,Chautauqua County,71476,Stockton,,,,,,127440.0,36.0,013,Chautauqua County, New York,2058.0,Census ACS5 County Subdivision
Locke,Cayuga County,434160.0,6,979.0,1046.0,979,1096,geoId/3643071,1877.0,,['Locke'],Locke,,42.660555555556,-76.430833333333,,36-43071,Q3708602,['geoId/36011'],,geoId/36011,Cayuga County,108.0,"Locke town, Cayuga County, New York",1889.0, New York,Cayuga County,43071,Locke,,,,,,76171.0,36.0,011,Cayuga County, New York,1889.0,Census ACS5 County Subdivision
Vernon Center,Oneida County,35468.0,6,1314.0,1046.0,1314,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,231055.0,36.0,065,Oneida County, New York,,
Athol Springs,Erie County,0.0,6,1359.0,1046.0,1393,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,951232.0,36.0,029,Erie County, New York,,
Dresden,Yates County,332269.0,6,1032.0,1046.0,1032,1099,geoId/3620896,293.0,31.8,['Dresden'],Dresden,1600000US3620896,42.6839,-76.957046,,36-20896,Q1766514,"['geoId/36', 'geoId/36123']",,geoId/36123,Yates County,,,,,,,,"Dresden village, New York",433.0,36,20896,Dresden,24713.0,36.0,123,Yates County, New York,433.0,Census ACS5 Places
Dalton,Livingston County,101442.0,6,1228.0,1046.0,1228,1100,geoId/3619587,,37.0,['Dalton'],Dalton,1600000US3619587,42.542227,-77.951938,,,,"['geoId/36', 'geoId/36051', 'zip/14836']",14836,geoId/36051,Livingston County,,,,,,,,"Dalton CDP, New York",347.0,36,19587,Dalton,61980.0,36.0,051,Livingston County, New York,347.0,Census ACS5 Places
Middlesex,Yates County,1291979.0,6,753.0,1046.0,753,1101,geoId/3647020,1495.0,,['Middlesex'],Middlesex,,42.704722222222,-77.271666666667,,36-47020,Q3708225,['geoId/36123'],,geoId/36123,Yates County,1018.0,"Middlesex town, Yates County, New York",1261.0, New York,Yates County,47020,Middlesex,,,,,,24713.0,36.0,123,Yates County, New York,1261.0,Census ACS5 County Subdivision
Huguenot,Orange County,398065.0,6,996.0,1046.0,996,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,401237.0,36.0,071,Orange County, New York,,
Fort Drum,Jefferson County,366596.0,6,1015.0,1046.0,1015,1103,geoId/3626759,15896.0,22.2,['Fort Drum'],Fort Drum,1600000US3626759,44.044709,-75.787763,,,,"['geoId/36', 'geoId/36045']",,geoId/36045,Jefferson County,,,,,,,,"Fort Drum CDP, New York",16298.0,36,26759,Fort Drum,117445.0,36.0,045,Jefferson County, New York,16298.0,Census ACS5 Places
Sparrow Bush,Orange County,76461.0,6,1267.0,1046.0,1267,1104,geoId/3670090,,47.7,['Sparrow Bush'],Sparrow Bush,1600000US3670090,41.400879,-74.707933,,,,"['geoId/36', 'geoId/36071']",,geoId/36071,Orange County,,,,,,,,"Sparrow Bush CDP, New York",1272.0,36,70090,Sparrow Bush,401237.0,36.0,071,Orange County, New York,1272.0,Census ACS5 Places
Shushan,Washington County,1342817.0,6,747.0,1046.0,747,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,61310.0,36.0,115,Washington County, New York,,
Medusa,Albany County,2146835.0,6,645.0,1046.0,645,1106,geoId/3646426,376.0,,['Medusa'],Medusa,,42.4367,-74.13,,36-46426,Q6807348,['geoId/36001'],,geoId/36001,Albany County,,,,,,,,,,,,,315041.0,36.0,001,Albany County, New York,376.0,Google Data Commons
Central Bridge,Schoharie County,0.0,6,1359.0,1046.0,1493,1107,geoId/3613530,,34.1,['Central Bridge'],Central Bridge,1600000US3613530,42.712691,-74.349531,,,,"['geoId/36', 'geoId/36095']",,geoId/36095,Schoharie County,,,,,,,,"Central Bridge CDP, New York",561.0,36,13530,Central Bridge,29970.0,36.0,095,Schoharie County, New York,561.0,Census ACS5 Places
Richland,Oswego County,97603.0,6,1232.0,1046.0,1232,1108,geoId/3661533,5718.0,,['Richland'],Richland,,43.569444444444,-76.047777777778,,36-61533,Q3131931,['geoId/36075'],,geoId/36075,Oswego County,671.0,"Richland town, Oswego County, New York",5672.0, New York,Oswego County,61533,Richland,,,,,,118037.0,36.0,075,Oswego County, New York,5672.0,Census ACS5 County Subdivision
North Chatham,Columbia County,111639.0,5,1208.0,1109.0,1208,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,61469.0,36.0,021,Columbia County, New York,,
Eagle Bay,Herkimer County,83912.0,5,1251.0,1109.0,1251,1110,,,,,,,,,,,,,,,,,,,,,,,"Eagle Bay CDP, New York",18.0,36,21380,Eagle Bay,60293.0,36.0,043,Herkimer County, New York,18.0,Census ACS5 Places
Millport,Chemung County,0.0,5,1359.0,1109.0,1362,1111,geoId/3647427,301.0,45.9,['Millport'],Millport,1600000US3647427,42.2675,-76.8361,,36-47427,Q3452503,"['geoId/36', 'geoId/36015', 'zip/14864']",14864,geoId/36015,Chemung County,,,,,,,,"Millport village, New York",425.0,36,47427,Millport,83584.0,36.0,015,Chemung County, New York,425.0,Census ACS5 Places
Spring Brook,Erie County,159076.0,5,1160.0,1109.0,1160,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,951232.0,36.0,029,Erie County, New York,,
Copake Falls,Columbia County,41365.0,5,1307.0,1109.0,1307,1113,geoId/3618113,181.0,28.6,"['Copake Falls', 'Copake Falls, New York']",Copake Falls,1600000US3618113,42.1194,-73.524723,,36-18113,Q19866126,"['geoId/36', 'geoId/36021', 'geoId/3618102']",,geoId/36021,Columbia County,,,,,,,,"Copake Falls CDP, New York",179.0,36,18113,Copake Falls,61469.0,36.0,021,Columbia County, New York,179.0,Census ACS5 Places
Memphis,Onondaga County,0.0,5,1359.0,1109.0,1374,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,472637.0,36.0,067,Onondaga County, New York,,
Pompey,Onondaga County,163859.0,5,1155.0,1109.0,1155,1115,geoId/3659036,7080.0,,['Pompey'],Pompey,,42.898888888889,-76.015833333333,,36-59036,Q3708701,['geoId/36067'],,geoId/36067,Onondaga County,593.0,"Pompey town, Onondaga County, New York",7072.0, New York,Onondaga County,59036,Pompey,,,,,,472637.0,36.0,067,Onondaga County, New York,7072.0,Census ACS5 County Subdivision
Stella Niagara,Niagara County,109364.0,5,1210.0,1109.0,1210,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,212230.0,36.0,063,Niagara County, New York,,
Mc Donough,Chenango County,41474.0,5,1306.0,1109.0,1306,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,47096.0,36.0,017,Chenango County, New York,,
Wells,Hamilton County,0.0,5,1359.0,1109.0,1365,1118,geoId/3679048,683.0,38.1,['Wells'],Wells,1600000US3679048,43.391658,-74.300026,,,,"['geoId/36', 'geoId/36041']",,geoId/36041,Hamilton County,398.0,"Wells town, Hamilton County, New York",641.0, New York,Hamilton County,79059,Wells,"Wells CDP, New York",571.0,36,79048,Wells,5090.0,36.0,041,Hamilton County, New York,641.0,Census ACS5 County Subdivision
Pottersville,Warren County,1781458.0,5,681.0,1109.0,681,1119,geoId/3659619,,52.3,['Pottersville'],Pottersville,1600000US3659619,43.737987,-73.821517,,,,"['geoId/36', 'geoId/36113', 'zip/12860']",12860,geoId/36113,Warren County,,,,,,,,"Pottersville CDP, New York",149.0,36,59619,Pottersville,65684.0,36.0,113,Warren County, New York,149.0,Census ACS5 Places
Cleverdale,Warren County,872808.0,5,829.0,1109.0,829,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,65684.0,36.0,113,Warren County, New York,,
Stanley,Ontario County,19089.0,5,1328.0,1109.0,1328,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,112288.0,36.0,069,Ontario County, New York,,
Fort Johnson,Montgomery County,947070.0,5,813.0,1109.0,813,1122,geoId/3626880,401.0,41.3,['Fort Johnson'],Fort Johnson,1600000US3626880,42.958023,-74.2361,,36-26880,Q3452721,"['geoId/36', 'geoId/3602077', 'geoId/36057']",,geoId/36057,Montgomery County,,,,,,,,"Fort Johnson village, New York",510.0,36,26880,Fort Johnson,49624.0,36.0,057,Montgomery County, New York,510.0,Census ACS5 Places
Eaton,Madison County,111865.0,5,1207.0,1109.0,1207,1123,geoId/3623305,5255.0,,['Eaton'],Eaton,,42.849722222222,-75.611944444444,,36-23305,Q3708981,['geoId/36053'],,geoId/36053,Madison County,481.0,"Eaton town, Madison County, New York",4203.0, New York,Madison County,23305,Eaton,,,,,,68020.0,36.0,053,Madison County, New York,4203.0,Census ACS5 County Subdivision
Stuyvesant Falls,Columbia County,4812.0,5,1343.0,1109.0,1343,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,61469.0,36.0,021,Columbia County, New York,,
Portageville,Wyoming County,113008.0,5,1204.0,1109.0,1204,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,40338.0,36.0,121,Wyoming County, New York,,
Glasco,Ulster County,73192.0,5,1273.0,1109.0,1273,1126,geoId/3629014,2013.0,45.1,['Glasco'],Glasco,1600000US3629014,42.045959,-73.946672,,36-29014,Q3461847,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,"Glasco CDP, New York",2134.0,36,29014,Glasco,182153.0,36.0,111,Ulster County, New York,2134.0,Census ACS5 Places
Cornwallville,Greene County,1082579.0,5,784.0,1109.0,784,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,48067.0,36.0,039,Greene County, New York,,
Ancramdale,Columbia County,124191.0,5,1193.0,1109.0,1193,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,61469.0,36.0,021,Columbia County, New York,,
Port Leyden,Lewis County,97082.0,5,1236.0,1109.0,1236,1129,geoId/3659454,554.0,33.2,['Port Leyden'],Port Leyden,1600000US3659454,43.5839,-75.341412,,36-59454,Q3452652,"['geoId/36', 'geoId/36049', 'zip/13433']",13433,geoId/36049,Lewis County,,,,,,,,"Port Leyden village, New York",613.0,36,59454,Port Leyden,26690.0,36.0,049,Lewis County, New York,613.0,Census ACS5 Places
